full_name,first_name,second_name,now_cost,team,element_type,total_points,pos,team_name,GF,GA,is_available,y_pred,y_pred_delta_1,y_pred_delta_2,y_pred_delta_3,y_pred_delta_4,y_pred_delta_5,y_pred_delta_6,y_pred_delta_7,y_pred_delta_8,y_pred_delta_9,y_pred_delta_10,y_pred_delta_11,y_pred_delta_12,y_pred_delta_13,y_pred_delta_14,y_pred_delta_15,y_pred_delta_16,y_pred_delta_17,y_pred_delta_18,picked_by,pick
Alex_Murphy,Alex,Murphy,40,17,2,2,DEF,Newcastle,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Harry_Amass,Harry,Amass,40,16,2,0,DEF,Man Utd,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tyler_Bindon,Tyler,Bindon,40,18,2,0,DEF,Nott'm Forest,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Omar_Richards,Omar,Richards,40,18,2,0,DEF,Nott'm Forest,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Zach_Abbott,Zach,Abbott,40,18,2,3,DEF,Nott'm Forest,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Joao_Victor_de_Souza_Menezes,João Victor,de Souza Menezes,40,19,2,3,DEF,Spurs,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ben_Davies,Ben,Davies,40,19,2,10,DEF,Spurs,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jun'ai_Byfield,Jun'ai,Byfield,40,19,2,1,DEF,Spurs,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
James_Rowswell,James,Rowswell,40,19,2,1,DEF,Spurs,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leo_Fuhr_Hjelde,Leo Fuhr,Hjelde,40,20,2,0,DEF,Sunderland,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Luke_O'Nien,Luke,O'Nien,40,20,2,26,DEF,Sunderland,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arthur_Masuaku,Arthur,Masuaku,40,20,2,1,DEF,Sunderland,0,0,True,24.857869878812323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Bruno_Borges_Fernandes,Bruno,Borges Fernandes,120,16,3,235,MID,Man Utd,0,0,False,295.3757877904242,89.38293669457249,0.0,35.75317467782895,17.876587338914533,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,2,2.0
Bukayo_Saka,Bukayo,Saka,95,1,3,157,MID,Arsenal,0,0,False,205.99285109585173,0.0,35.75317467782895,17.876587338914533,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,6,6.0
Cole_Palmer,Cole,Palmer,95,6,3,114,MID,Chelsea,0,0,False,205.99285109585173,35.75317467782895,17.876587338914533,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,8,8.0
Antoine_Semenyo,Antoine,Semenyo,85,15,3,202,MID,Man City,0,0,False,170.23967641802278,17.876587338914533,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,4,4.0
Matheus_Santos_Carneiro_da_Cunha,Matheus,Santos Carneiro da Cunha,80,16,3,143,MID,Man Utd,0,0,False,152.36308907910825,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,2,39.0
Bryan_Mbeumo,Bryan,Mbeumo,80,16,3,148,MID,Man Utd,0,0,False,152.36308907910825,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,9,12.0
Morgan_Gibbs_White,Morgan,Gibbs-White,80,18,3,188,MID,Nott'm Forest,0,0,False,152.36308907910825,17.876587338914476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,10,11.0
Junior_Kroupi,Junior,Kroupi,75,3,3,113,MID,Bournemouth,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rayan_Cherki,Rayan,Cherki,75,15,3,135,MID,Man City,0,0,False,134.48650174019377,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.0
Florian_Wirtz,Florian,Wirtz,75,14,3,125,MID,Liverpool,0,0,False,134.48650174019377,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18.0
Jeremy_Doku,Jérémy,Doku,75,15,3,120,MID,Man City,0,0,False,134.48650174019377,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0
Declan_Rice,Declan,Rice,75,1,3,184,MID,Arsenal,0,0,False,134.48650174019377,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,13.0
Morgan_Rogers,Morgan,Rogers,75,6,3,169,MID,Chelsea,0,0,False,134.48650174019377,17.876587338914504,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,17.0
Enzo_Fernandez,Enzo,Fernández,70,6,3,157,MID,Chelsea,0,0,False,116.60991440127928,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,50.0
Bruno_Guimaraes_Rodriguez_Moura,Bruno,Guimarães Rodriguez Moura,70,1,3,154,MID,Arsenal,0,0,False,116.60991440127928,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,49.0
Cody_Gakpo,Cody,Gakpo,70,14,3,131,MID,Liverpool,0,0,False,116.60991440127928,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,43.0
Marcus_Rashford,Marcus,Rashford,70,16,3,0,MID,Man Utd,0,0,False,116.60991440127928,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,45.0
Phil_Foden,Phil,Foden,70,15,3,131,MID,Man City,0,0,False,116.60991440127928,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,42.0
Dominik_Szoboszlai,Dominik,Szoboszlai,70,14,3,160,MID,Liverpool,0,0,False,116.60991440127928,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0
Jack_Grealish,Jack,Grealish,65,15,3,79,MID,Man City,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,98.0
Ismaila_Sarr,Ismaïla,Sarr,65,8,3,117,MID,Crystal Palace,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0
Kiernan_Dewsbury_Hall,Kiernan,Dewsbury-Hall,65,9,3,151,MID,Everton,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,7,107.0
Savio_Moreira_de_Oliveira,Sávio,Moreira de Oliveira,65,15,3,43,MID,Man City,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,6,106.0
Gabriel_Martinelli_Silva,Gabriel,Martinelli Silva,65,1,3,57,MID,Arsenal,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,3,103.0
Rayan_Vitor_Simplicio_Rocha,Rayan Vitor,Simplício Rocha,65,3,3,67,MID,Bournemouth,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,9,72.0
Martin_Odegaard,Martin,Ødegaard,65,1,3,74,MID,Arsenal,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,5,85.0
Dango_Ouattara,Dango,Ouattara,65,4,3,136,MID,Brentford,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,8,93.0
Estevao_Almeida_de_Oliveira_Goncalves,Estêvão,Almeida de Oliveira Gonçalves,65,6,3,58,MID,Chelsea,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,5,96.0
Pedro_Lomba_Neto,Pedro,Lomba Neto,65,6,3,125,MID,Chelsea,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,95.0
Noni_Madueke,Noni,Madueke,65,1,3,72,MID,Arsenal,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,64.0
Christos_Tzolis,Christos,Tzolis,65,1,3,0,MID,Arsenal,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,87.0
Eberechi_Eze,Eberechi,Eze,65,1,3,113,MID,Arsenal,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,91.0
Harry_Wilson,Harry,Wilson,65,13,3,168,MID,Leeds,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,84.0
Rodrigo_'Rodri'_Hernandez_Cascante,Rodrigo 'Rodri',Hernandez Cascante,65,15,3,69,MID,Man City,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,71.0
Mohammed_Kudus,Mohammed,Kudus,65,19,3,75,MID,Spurs,0,0,False,98.73332706236476,0.0,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,90.0
Dejan_Kulusevski,Dejan,Kulusevski,65,19,3,0,MID,Spurs,0,0,False,98.73332706236476,0.0,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,82.0
Victor_Munoz,Victor,Munoz,65,14,3,0,MID,Liverpool,0,0,False,98.73332706236476,0.0,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,94.0
Elliot_Anderson,Elliot,Anderson,65,15,3,180,MID,Man City,0,0,False,98.73332706236476,0.0,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,89.0
James_Maddison,James,Maddison,65,19,3,3,MID,Spurs,0,0,False,98.73332706236476,17.876587338914504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,77.0
Anton_Stach,Anton,Stach,60,13,3,137,MID,Leeds,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Callum_Hudson_Odoi,Callum,Hudson-Odoi,60,18,3,88,MID,Nott'm Forest,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Anthony_Elanga,Anthony,Elanga,60,17,3,48,MID,Newcastle,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Bazoumana_Toure,Bazoumana,Touré,60,17,3,0,MID,Newcastle,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rio_Ngumoha,Rio,Ngumoha,60,14,3,43,MID,Liverpool,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Harvey_Barnes,Harvey,Barnes,60,17,3,106,MID,Newcastle,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jacob_Murphy,Jacob,Murphy,60,17,3,82,MID,Newcastle,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Patrick_Dorgu,Patrick,Dorgu,60,16,3,95,MID,Man Utd,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tijjani_Reijnders,Tijjani,Reijnders,60,15,3,92,MID,Man City,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,147.0
James_Garner,James,Garner,60,9,3,159,MID,Everton,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jamie_Bynoe_Gittens,Jamie,Bynoe-Gittens,60,6,3,25,MID,Chelsea,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mitoma_Kaoru,Mitoma,Kaoru,60,5,3,62,MID,Brighton,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kevin_Schade,Kevin,Schade,60,4,3,125,MID,Brentford,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,140.0
Justin_Kluivert,Justin,Kluivert,60,3,3,41,MID,Bournemouth,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Alex_Scott,Alex,Scott,60,3,3,136,MID,Bournemouth,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,135.0
Jack_Hinshelwood,Jack,Hinshelwood,60,5,3,91,MID,Brighton,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,1,141.0
Iliman_Ndiaye,Iliman,Ndiaye,60,9,3,128,MID,Everton,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,,
Brennan_Johnson,Brennan,Johnson,60,8,3,65,MID,Crystal Palace,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,,
Yankuba_Minteh,Yankuba,Minteh,60,5,3,117,MID,Brighton,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,2,122.0
Jaidon_Anthony,Jaidon,Anthony,60,4,3,0,MID,Brentford,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,6,126.0
Mikel_Merino_Zazon,Mikel,Merino Zazón,60,1,3,67,MID,Arsenal,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,,
Alejandro_Garnacho_Ferreyra,Alejandro,Garnacho Ferreyra,60,2,3,56,MID,Aston Villa,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,,
Marcus_Tavernier,Marcus,Tavernier,60,3,3,137,MID,Bournemouth,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Emiliano_Buendia_Stati,Emiliano,Buendía Stati,60,2,3,102,MID,Aston Villa,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,108.0
Johan_Manzambi,Johan,Manzambi,60,2,3,0,MID,Aston Villa,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ryan_Gravenberch,Ryan,Gravenberch,60,14,3,144,MID,Liverpool,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,112.0
Noah_Okafor,Noah,Okafor,60,13,3,109,MID,Leeds,0,0,False,80.85673972345026,0.0,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,113.0
Mathys_Tel,Mathys,Tel,60,19,3,78,MID,Spurs,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mateus_Fernandes,Mateus,Fernandes,60,19,3,135,MID,Spurs,0,0,True,80.85673972345026,0.0,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Youri_Tielemans,Youri,Tielemans,60,16,3,68,MID,Man Utd,0,0,False,80.85673972345026,0.0,0.0,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,118.0
Xavi_Simons,Xavi,Simons,60,19,3,80,MID,Spurs,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Enzo_Le_Fee,Enzo,Le Fée,60,20,3,147,MID,Sunderland,0,0,False,80.85673972345026,0.0,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,114.0
Amad_Diallo,Amad,Diallo,60,16,3,91,MID,Man Utd,0,0,False,80.85673972345026,17.876587338914476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,116.0
Brenden_Aaronson,Brenden,Aaronson,55,13,3,126,MID,Leeds,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Abdul_Fatawu,Abdul,Fatawu,55,12,3,0,MID,Ipswich Town,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Geovany_Quenda,Geovany,Quenda,55,6,3,0,MID,Chelsea,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tyrique_George,Tyrique,George,55,9,3,16,MID,Everton,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Moises_Caicedo_Corozo,Moisés,Caicedo Corozo,55,6,3,110,MID,Chelsea,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nico_Gonzalez_Iglesias,Nico,González Iglesias,55,15,3,63,MID,Man City,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Harvey_Elliott,Harvey,Elliott,55,14,3,5,MID,Liverpool,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ethan_Ampadu,Ethan,Ampadu,55,13,3,134,MID,Leeds,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Omari_Hutchinson,Omari,Hutchinson,55,18,3,82,MID,Nott'm Forest,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Joelinton_Cassio_Apolinario_de_Lira,Joelinton Cássio,Apolinário de Lira,55,17,3,73,MID,Newcastle,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lewis_Miley,Lewis,Miley,55,17,3,72,MID,Newcastle,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lucas_Bergvall,Lucas,Bergvall,55,19,3,49,MID,Spurs,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Habib_Diarra,Habib,Diarra,55,20,3,65,MID,Sunderland,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dan_Ndoye,Dan,Ndoye,55,18,3,50,MID,Nott'm Forest,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wilson_Odobert,Wilson,Odobert,55,19,3,46,MID,Spurs,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rodrigo_Bentancur,Rodrigo,Bentancur,55,19,3,86,MID,Spurs,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kobbie_Mainoo,Kobbie,Mainoo,55,16,3,73,MID,Man Utd,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Conor_Gallagher,Conor,Gallagher,55,19,3,44,MID,Spurs,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jaden_Philogene,Jaden,Philogene,55,12,3,0,MID,Ipswich Town,0,0,True,62.980152384535785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
