full_name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,value,yellow_cards,ewma_team_goals,ewma_team_points,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,intercept,predicted_points
alex_cairns,GK,Leeds,-0.016020951277146294,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0006918857215045404,0.0,0.0,-0.0,1.631162507608034,0.2534557967797124
alex_palmer,GK,Ipswich Town,-0.03282213285619826,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,0.0006281369776719735,-0.0,0.0,-0.0,1.631162507608034,0.23797463789983708
alfie_mcnally,GK,Fulham,-0.03282213285619826,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.000955890261339843,-0.0,-0.0,-0.0,1.631162507608034,0.23639061066082534
alisson_becker,GK,Liverpool,0.009740860477400045,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,0.0,0.0,-0.0,-0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,-0.03776961510487033,0.2881769366498398,-0.0,0.0006281369776719735,-0.0,0.0,-0.0,1.631162507608034,3.0451861631820965
altay_bayindir,GK,Man Utd,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,0.0012595445923386623,0.0,0.0019481596768484873,0.0,-0.0,0.0,1.631162507608034,0.37155256890839605
anthony_patterson,GK,Sunderland,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0006918857215045404,0.0,0.0,0.0,1.631162507608034,0.2254538274812925
antonin_kinsky,GK,Spurs,0.0024603484598108615,0.0,-0.0,0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,-0.010873022459970797,0.0012595445923386623,0.0,-0.0020119084206810544,-0.0,-0.0,-0.0,1.631162507608034,2.775244806353552
armin_pecsi,GK,Liverpool,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,0.0006281369776719735,-0.0,0.0,-0.0,1.631162507608034,0.22677385018046903
bart_verbruggen,GK,Brighton,0.027662120828388793,0.0,-0.0,0.0,0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,0.0,0.0,-0.0,-0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,-0.0,0.44288579755512353,0.0,0.03395463194819511,0.0012595445923386623,0.0,0.002476168756519093,-0.0,-0.0,0.0,1.631162507608034,2.8497623103074963
ben_wilson,GK,Coventry City,-0.02274142390876708,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,0.0012595445923386623,0.0,-0.0020119084206810544,-0.0,0.0,0.0,1.631162507608034,0.3888739974776656
